,Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
1813,13,1933-07-11,168.0,Marseille,Montpellier,Plain stage,André Leducq,FRA
1814,14,1933-07-12,166.0,Montpellier,Perpignan,Plain stage,André Leducq,FRA
1815,15,1933-07-14,158.0,Perpignan,Ax-les-Thermes,Stage with mountain(s),Jean Aerts,BEL
1816,16,1933-07-15,165.0,Ax-les-Thermes,Luchon,Stage with mountain(s),Léon Louyet,BEL
1817,17,1933-07-16,91.0,Luchon,Tarbes,Stage with mountain(s),Jean Aerts,BEL
1818,18,1933-07-17,185.0,Tarbes,Pau,Stage with mountain(s),Learco Guerra,ITA
1819,19,1933-07-19,233.0,Pau,Bordeaux,Plain stage,Jean Aerts,BEL
1820,20,1933-07-20,183.0,Bordeaux,La Rochelle,Plain stage,Jean Aerts,BEL
1821,21,1933-07-21,266.0,La Rochelle,Rennes,Plain stage,Jean Aerts,BEL
1822,22,1933-07-22,169.0,Rennes,Caen,Plain stage,René Le Grevès,FRA
1823,23,1933-07-23,222.0,Caen,Paris,Plain stage,Learco Guerra,ITA
1824,1,1932-07-06,208.0,Paris,Caen,Plain stage,Jean Aerts,BEL
1825,2,1932-07-07,300.0,Caen,Nantes,Plain stage,Kurt Stöpel,GER
1826,3,1932-07-09,387.0,Nantes,Bordeaux,Plain stage,André Leducq,FRA
1827,4,1932-07-11,206.0,Bordeaux,Pau,Plain stage,Georges Ronsse,BEL
1828,5,1932-07-12,229.0,Pau,Luchon,Stage with mountain(s),Antonio Pesenti,ITA
1829,6,1932-07-14,322.0,Luchon,Perpignan,Stage with mountain(s),Frans Bonduel,BEL
1830,7,1932-07-16,168.0,Perpignan,Montpellier,Plain stage,Frans Bonduel,BEL
1831,8,1932-07-17,206.0,Montpellier,Marseille,Plain stage,Michele Orecchia,ITA
1832,9,1932-07-18,191.0,Marseille,Cannes,Plain stage,Rafaele di Paco,ITA
1833,10,1932-07-19,132.0,Cannes,Nice,Stage with mountain(s),Francesco Camusso,ITA
1834,11,1932-07-21,233.0,Nice,Gap,Stage with mountain(s),André Leducq,FRA
1835,12,1932-07-22,102.0,Gap,Grenoble,Stage with mountain(s),Roger Lapébie,FRA
1836,13,1932-07-23,230.0,Grenoble,Aix-les-Bains,Stage with mountain(s),André Leducq,FRA
1837,14,1932-07-24,204.0,Aix-les-Bains,Evian,Stage with mountain(s),Rafaele di Paco,ITA
1838,15,1932-07-25,291.0,Evian,Belfort,Stage with mountain(s),André Leducq,FRA
1839,16,1932-07-26,145.0,Belfort,Strasbourg,Plain stage,Gérard Loncke,BEL
1840,17,1932-07-27,165.0,Strasbourg,Metz,Plain stage,Rafaele di Paco,ITA
1841,18,1932-07-28,159.0,Metz,Charleville,Plain stage,Rafaele di Paco,ITA
1842,19,1932-07-29,271.0,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL
1843,20,1932-07-30,212.0,Malo-les-Bains,Amiens,Plain stage,André Leducq,FRA
1844,21,1932-07-31,159.0,Amiens,Paris,Plain stage,André Leducq,FRA
1845,1,1931-06-30,208.0,Paris,Caen,Plain stage,Alfred Haemerlinck,BEL
1846,2,1931-07-01,212.0,Caen,Dinan,Plain stage,Max Bulla,AUT
1847,3,1931-07-02,206.0,Dinan,Brest,Plain stage,Fabio Battesini,ITA
1848,4,1931-07-03,211.0,Brest,Vannes,Plain stage,André Godinat,FRA
1849,5,1931-07-04,202.0,Vannes,Les Sables d'Olonne,Plain stage,Charles Pélissier,FRA
1850,6,1931-07-05,338.0,Les Sables d'Olonne,Bordeaux,Plain stage,Alfred Haemerlinck,BEL
1851,7,1931-07-06,180.0,Bordeaux,Bayonne,Plain stage,Gérard Loncke,BEL
1852,8,1931-07-07,106.0,Bayonne,Pau,Plain stage,Charles Pélissier,FRA
1853,9,1931-07-08,231.0,Pau,Luchon,Stage with mountain(s),Antonin Magne,FRA
1854,10,1931-07-10,322.0,Luchon,Perpignan,Stage with mountain(s),Rafaele di Paco,ITA
1855,11,1931-07-12,164.0,Perpignan,Montpellier,Plain stage,Rafaele di Paco,ITA
1856,12,1931-07-13,207.0,Montpellier,Marseille,Plain stage,Max Bulla,AUT
1857,13,1931-07-14,181.0,Marseille,Cannes,Plain stage,Charles Pélissier,FRA
1858,14,1931-07-15,132.0,Cannes,Nice,Stage with mountain(s),Eugenio Gestri,ITA
1859,15,1931-07-17,233.0,Nice,Gap,Stage with mountain(s),Jef Demuysere,BEL
1860,16,1931-07-18,102.0,Gap,Grenoble,Stage with mountain(s),Charles Pélissier,FRA
1861,17,1931-07-19,230.0,Grenoble,Aix-les-Bains,Stage with mountain(s),Max Bulla,AUT
1862,18,1931-07-20,204.0,Aix-les-Bains,Evian,Stage with mountain(s),Jef Demuysere,BEL
1863,19,1931-07-21,282.0,Evian,Belfort,Stage with mountain(s),Rafaele di Paco,ITA
1864,20,1931-07-22,209.0,Belfort,Colmar,Stage with mountain(s),André Leducq,FRA
1865,21,1931-07-23,192.0,Colmar,Metz,Plain stage,Rafaele di Paco,ITA
1866,22,1931-07-24,159.0,Metz,Charleville,Plain stage,Raffaele di Paco,ITA
1867,23,1931-07-25,271.0,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL
1868,24,1931-07-26,313.0,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA
1869,1,1930-07-02,206.0,Paris,Caen,Plain stage,Charles Pélissier,FRA
1870,2,1930-07-03,203.0,Caen,Dinan,Plain stage,Learco Guerra,ITA
1871,3,1930-07-04,206.0,Dinan,Brest,Plain stage,Charles Pélissier,FRA
1872,4,1930-07-05,210.0,Brest,Vannes,Plain stage,Omer Taverne,BEL
1873,5,1930-07-06,202.0,Vannes,Les Sables d'Olonne,Plain stage,André Leducq,FRA
1874,6,1930-07-07,285.0,Les Sables d'Olonne,Bordeaux,Plain stage,Jean Aerts,BEL
1875,7,1930-07-08,222.0,Bordeaux,Hendaye,Plain stage,Jules Merviel,FRA
1876,8,1930-07-09,146.0,Hendaye,Pau,Plain stage,Alfredo Binda,ITA
1877,9,1930-07-10,231.0,Pau,Luchon,Stage with mountain(s),Alfredo Binda,ITA
1878,10,1930-07-12,322.0,Luchon,Perpignan,Stage with mountain(s),Charles Pélissier,FRA
1879,11,1930-07-14,164.0,Perpignan,Montpellier,Plain stage,Charles Pélissier,FRA
1880,12,1930-07-15,209.0,Montpellier,Marseille,Plain stage,Antonin Magne,FRA
1881,13,1930-07-16,181.0,Marseille,Cannes,Plain stage,Learco Guerra,ITA
1882,14,1930-07-17,132.0,Cannes,Nice,Stage with mountain(s),Louis Peglion,FRA
1883,15,1930-07-19,333.0,Nice,Grenoble,Stage with mountain(s),Learco Guerra,ITA
1884,16,1930-07-21,331.0,Grenoble,Evian,Stage with mountain(s),André Leducq,FRA
1885,17,1930-07-23,282.0,Evian,Belfort,Stage with mountain(s),Frans Bonduel,BEL
1886,18,1930-07-24,223.0,Belfort,Metz,Plain stage,Charles Pélissier,FRA
1887,19,1930-07-25,159.0,Metz,Charleville,Plain stage,Charles Pélissier,FRA
1888,20,1930-07-26,271.0,Charleville,Malo-les-Bains,Plain stage,Charles Pélissier,FRA
1889,21,1930-07-27,300.0,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA
1890,1,1929-06-30,206.0,Paris,Caen,Plain stage,Aimé Dossche,BEL
1891,2,1929-07-01,140.0,Caen,Cherbourg,Plain stage,André Leducq,FRA
1892,3,1929-07-02,199.0,Cherbourg,Dinan,Plain stage,Omer Taverne,BEL
1893,4,1929-07-03,206.0,Dinan,Brest,Plain stage,Louis Delannoy,BEL
1894,5,1929-07-04,208.0,Brest,Vannes,Plain stage,Gustaaf van Slembrouck,BEL
1895,6,1929-07-05,206.0,Vannes,Les Sables d'Olonne,Plain stage,Paul Le Drogo,FRA
1896,7,1929-07-06,285.0,Les Sables d'Olonne,Bordeaux,Plain stage,Nicolas Frantz,LUX
1897,8,1929-07-07,182.0,Bordeaux,Bayonne,Plain stage,Julien Moineau,FRA
1898,9,1929-07-09,363.0,Bayonne,Luchon,Stage with mountain(s),Salvador Cardona,ESP
1899,10,1929-07-11,323.0,Luchon,Perpignan,Stage with mountain(s),Jef Demuysere,BEL
1900,11,1929-07-13,366.0,Perpignan,Marseille,Plain stage,André Leducq,FRA
1901,12,1929-07-15,191.0,Marseille,Cannes,Team time trial,Marcel Bidot,FRA
1902,13,1929-07-16,133.0,Cannes,Nice,Stage with mountain(s),Benoît Fauré,FRA
1903,14,1929-07-18,333.0,Nice,Grenoble,Stage with mountain(s),Gaston Rebry,BEL
1904,15,1929-07-20,329.0,Grenoble,Evian,Stage with mountain(s),Julien Vervaecke,BEL
1905,16,1929-07-22,283.0,Evian,Belfort,Stage with mountain(s),Charles Pélissier,FRA
1906,17,1929-07-23,145.0,Belfort,Strasbourg,Plain stage,André Leducq,FRA
1907,18,1929-07-24,165.0,Strasbourg,Metz,Plain stage,André Leducq,FRA
1908,19,1929-07-25,159.0,Metz,Charleville,Team time trial,Bernard van Rysselberghe,BEL
1909,20,1929-07-26,270.0,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL
1910,21,1929-07-27,234.0,Malo-les-Bains,Dieppe,Plain stage,André Leducq,FRA
1911,22,1929-07-28,332.0,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX
1912,1,1928-06-17,207.0,Paris,Caen,Team time trial,Nicolas Frantz,LUX
1913,2,1928-06-18,140.0,Caen,Cherbourg,Team time trial,André Leducq,FRA
1914,3,1928-06-19,199.0,Cherbourg,Dinan,Team time trial,Gaston Rebry,BEL
1915,4,1928-06-20,206.0,Dinan,Brest,Team time trial,Pé Verhaegen,BEL
1916,5,1928-06-21,208.0,Brest,Vannes,Team time trial,Marcel Bidot,FRA
1917,6,1928-06-22,204.0,Vannes,Les Sables d'Olonne,Team time trial,Nicolas Frantz,LUX
1918,7,1928-06-23,285.0,Les Sables d'Olonne,Bordeaux,Team time trial,Victor Fontan,FRA
1919,8,1928-06-24,225.0,Bordeaux,Hendaye,Team time trial,Maurice Dewaele,BEL
1920,9,1928-06-26,387.0,Hendaye,Luchon,Stage with mountain(s),Victor Fontan,FRA
1921,10,1928-06-28,323.0,Luchon,Perpignan,Stage with mountain(s),André Leducq,FRA
1922,11,1928-06-30,363.0,Perpignan,Marseille,Plain stage,André Leducq,FRA
1923,12,1928-07-02,330.0,Marseille,Nice,Stage with mountain(s),Nicolas Frantz,LUX
1924,13,1928-07-04,333.0,Nice,Grenoble,Stage with mountain(s),Antonin Magne,FRA
1925,14,1928-07-06,329.0,Grenoble,Evian,Stage with mountain(s),Julien Moineau,FRA
1926,15,1928-07-08,213.0,Evian,Pontarlier,Team time trial,Pierre Magne,FRA
1927,16,1928-07-09,119.0,Pontarlier,Belfort,Team time trial,André Leducq,FRA
1928,17,1928-07-10,145.0,Belfort,Strasbourg,Team time trial,Joseph Mauclair,FRA
1929,18,1928-07-11,165.0,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX
1930,19,1928-07-12,159.0,Metz,Charleville,Team time trial,Marcel Huot,FRA
1931,20,1928-07-13,271.0,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL
1932,21,1928-07-14,234.0,Malo-les-Bains,Dieppe,Team time trial,Antonin Magne,FRA
1933,22,1928-07-15,331.0,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX
1934,1,1927-06-19,180.0,Paris,Dieppe,Team time trial,Francis Pélissier,FRA
1935,2,1927-06-20,103.0,Dieppe,Le Havre,Team time trial,Maurice Dewaele,BEL
1936,3,1927-06-21,225.0,Le Havre,Caen,Team time trial,Hector Martin,BEL
1937,4,1927-06-22,140.0,Caen,Cherbourg,Team time trial,Camille van de Casteele,BEL
1938,5,1927-06-23,199.0,Cherbourg,Dinan,Team time trial,Ferdinand Le Drogo,FRA
1939,6,1927-06-24,206.0,Dinan,Brest,Team time trial,André Leducq,FRA
1940,7,1927-06-25,207.0,Brest,Vannes,Team time trial,Gustaaf van Slembrouck,BEL
1941,8,1927-06-26,204.0,Vannes,Les Sables d'Olonne,Team time trial,Raymond Decorte,BEL
1942,9,1927-06-27,285.0,Les Sables d'Olonne,Bordeaux,Team time trial,Adelin Benoit,BEL
1943,10,1927-06-28,189.0,Bordeaux,Bayonne,Plain stage,Pé Verhaegen,BEL
1944,11,1927-06-30,326.0,Bayonne,Luchon,Stage with mountain(s),Nicolas Frantz,LUX
1945,12,1927-07-02,323.0,Luchon,Perpignan,Stage with mountain(s),Gustaaf van Slembrouck,BEL
1946,13,1927-07-04,360.0,Perpignan,Marseille,Plain stage,Maurice Dewaele,BEL
1947,14,1927-07-05,120.0,Marseille,Toulon,Team time trial,Antonin Magne,FRA
1948,15,1927-07-06,220.0,Toulon,Nice,Stage with mountain(s),Nicolas Frantz,LUX
1949,16,1927-07-08,275.0,Nice,Briançon,Stage with mountain(s),Julien Vervaecke,BEL
1950,17,1927-07-09,283.0,Briançon,Evian,Stage with mountain(s),Pé Verhaegen,BEL
1951,18,1927-07-11,213.0,Evian,Pontarlier,Team time trial,Adelin Benoit,BEL
1952,19,1927-07-12,119.0,Pontarlier,Belfort,Team time trial,Maurice Geldhof,BEL
1953,20,1927-07-13,145.0,Belfort,Strasbourg,Team time trial,Raymond Decorte,BEL
1954,21,1927-07-14,165.0,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX
1955,22,1927-07-15,159.0,Metz,Charleville,Team time trial,Hector Martin,BEL
1956,23,1927-07-16,270.0,Charleville,Dunkerque,Team time trial,André Leducq,FRA
1957,24,1927-07-17,344.0,Dunkerque,Paris,Plain stage,André Leducq,FRA
1958,1,1926-06-20,373.0,Evian,Mülhausen,Plain stage,Jules Buysse,BEL
1959,2,1926-06-22,334.0,Mülhausen,Metz,Plain stage,Aimé Dossche,BEL
1960,3,1926-06-24,433.0,Metz,Dunkerque,Plain stage,Gustaaf van Slembrouck,BEL
1961,4,1926-06-26,361.0,Dunkerque,Le Havre,Plain stage,Félix Sellier,BEL
1962,5,1926-06-28,357.0,Le Havre,Cherbourg,Plain stage,Adelin Benoit,BEL
1963,6,1926-06-30,405.0,Cherbourg,Brest,Plain stage,Joseph van Dam,BEL
1964,7,1926-07-02,412.0,Brest,Les Sables d'Olonne,Plain stage,Nicolas Frantz,LUX
1965,8,1926-07-03,285.0,Les Sables d'Olonne,Bordeaux,Plain stage,Joseph van Dam,BEL
1966,9,1926-07-04,189.0,Bordeaux,Bayonne,Plain stage,Nicolas Frantz,LUX
1967,10,1926-07-06,326.0,Bayonne,Luchon,Stage with mountain(s),Lucien Buysse,BEL
1968,11,1926-07-08,323.0,Luchon,Perpignan,Stage with mountain(s),Lucien Buysse,BEL
1969,12,1926-07-10,427.0,Perpignan,Toulon,Plain stage,Nicolas Frantz,LUX
1970,13,1926-07-12,280.0,Toulon,Nice,Plain stage,Nicolas Frantz,LUX
1971,14,1926-07-14,275.0,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
1972,15,1926-07-16,303.0,Briançon,Evian,Stage with mountain(s),Joseph van Dam,BEL
1973,16,1926-07-17,321.0,Evian,Dijon,Plain stage,Camille van de Casteele,BEL
1974,17,1926-07-18,341.0,Dijon,Paris,Plain stage,Aimé Dossche,BEL
1975,1,1925-06-21,340.0,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
1976,2,1925-06-23,371.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
1977,3,1925-06-25,405.0,Cherbourg,Brest,Plain stage,Louis Mottiat,BEL
1978,4,1925-06-26,208.0,Brest,Vannes,Plain stage,Nicolas Frantz,LUX
1979,5,1925-06-27,204.0,Vannes,Les Sables-d'Olonne,Plain stage,Nicolas Frantz,LUX
1980,6,1925-06-28,293.0,Les Sables-d'Olonne,Bordeaux,Plain stage,Ottavio Bottecchia,ITA
1981,7,1925-06-29,189.0,Bordeaux,Bayonne,Plain stage,Ottavio Bottecchia,ITA
1982,8,1925-07-01,326.0,Bayonne,Luchon,Stage with mountain(s),Adelin Benoît,BEL
1983,9,1925-07-03,323.0,Luchon,Perpignan,Stage with mountain(s),Nicolas Frantz,LUX
1984,10,1925-07-04,215.0,Perpignan,Nîmes,Plain stage,Theophile Beeckman,BEL
1985,11,1925-07-05,215.0,Nîmes,Toulon,Plain stage,Lucien Buysse,BEL
1986,12,1925-07-07,280.0,Toulon,Nice,Stage with mountain(s),Lucien Buysse,BEL
1987,13,1925-07-09,275.0,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
1988,14,1925-07-11,303.0,Briançon,Evian,Stage with mountain(s),Hector Martin,BEL
1989,15,1925-07-13,373.0,Evian,Mulhouse,Stage with mountain(s),Nicolas Frantz,LUX
1990,16,1925-07-15,334.0,Mulhouse,Metz,Plain stage,Hector Martin,BEL
1991,17,1925-07-17,433.0,Metz,Dunkerque,Plain stage,Hector Martin,BEL
1992,18,1925-07-19,343.0,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
1993,1,1924-06-22,381.0,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
1994,2,1924-06-24,371.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
1995,3,1924-06-26,405.0,Cherbourg,Brest,Plain stage,Philippe Thys  Théophile Beeckman,"c(""BEL"", ""BEL"")"
1996,4,1924-06-28,412.0,Brest,Les Sables-d'Olonne,Plain stage,Félix Goethals,FRA
1997,5,1924-06-30,482.0,Les Sables-d'Olonne,Bayonne,Plain stage,Omer Huyse,BEL
1998,6,1924-07-02,326.0,Bayonne,Luchon,Stage with mountain(s),Ottavio Bottecchia,ITA
1999,7,1924-07-04,323.0,Luchon,Perpignan,Stage with mountain(s),Ottavio Bottecchia,ITA
2000,8,1924-07-06,427.0,Perpignan,Toulon,Plain stage,Louis Mottiat,BEL
2001,9,1924-07-08,280.0,Toulon,Nice,Stage with mountain(s),Philippe Thys,BEL
2002,10,1924-07-10,275.0,Nice,Briançon,Stage with mountain(s),Giovanni Brunero,ITA
2003,11,1924-07-12,307.0,Briançon,Gex,Stage with mountain(s),Nicolas Frantz,LUX
2004,12,1924-07-14,360.0,Gex,Strasbourg,Stage with mountain(s),Nicolas Frantz,LUX
2005,13,1924-07-16,300.0,Strasbourg,Metz,Plain stage,Arsène Alancourt,FRA
2006,14,1924-07-18,433.0,Metz,Dunkerque,Plain stage,Romain Bellenger,FRA
2007,15,1924-07-20,343.0,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
2008,1,1923-06-24,381.0,Paris,Le Havre,Plain stage,Robert Jacquinot,FRA
2009,2,1923-06-26,371.0,Le Havre,Cherbourg,Plain stage,Ottavio Bottecchia,ITA
2010,3,1923-06-28,405.0,Cherbourg,Brest,Plain stage,Henri Pélissier,FRA
2011,4,1923-06-30,412.0,Brest,Les Sables d'Olonne,Plain stage,Albert Dejonghe,BEL
